"NDB_No","Nutrient_Code","Nutrient_name","Derivation_Code","Output_value","Output_uom"
"45189128","269","Sugars, total","LCCS","12.0","g"
"45189128","291","Fiber, total dietary","LCCS","0.9","g"
"45189128","301","Calcium, Ca","LCCD","0.0","mg"
"45189128","303","Iron, Fe","LCCD","0.0","mg"
"45189128","307","Sodium, Na","LCCS","0.0","mg"
"45189128","318","Vitamin A, IU","LCCD","0.0","IU"
"45189128","401","Vitamin C, total ascorbic acid","LCCD","15.0","mg"
"45189128","601","Cholesterol","LCCD","0.0","mg"
"45189128","605","Fatty acids, total trans","LCCS","0.0","g"
"45189128","606","Fatty acids, total saturated","LCCD","0.0","g"
"45159236","203","Protein","LCCD","0.0","g"
"45159236","204","Total lipid (fat)","LCCS","0.0","g"
"45159236","205","Carbohydrate, by difference","LCCS","9.28","g"
"45159236","208","Energy","LCCS","37.0","kcal"
"45159236","212","Fructose","LCCS","7.0","g"
"45159236","269","Sugars, total","LCCS","1.8","g"
"45159236","291","Fiber, total dietary","LCCD","0.0","g"
"45159236","301","Calcium, Ca","LCCD","0.0","mg"
"45159236","303","Iron, Fe","LCCD","0.0","mg"
"45159236","307","Sodium, Na","LCCS","10.0","mg"
"45159236","318","Vitamin A, IU","LCCD","0.0","IU"
"45159236","401","Vitamin C, total ascorbic acid","LCCD","0.0","mg"
"45159236","601","Cholesterol","LCCD","0.0","mg"
"45159236","605","Fatty acids, total trans","LCCS","0.0","g"
"45159236","606","Fatty acids, total saturated","LCCD","0.0","g"
"45170764","203","Protein","LCCS","0.0","g"
"45170764","204","Total lipid (fat)","LCCD","0.0","g"
"45170764","205","Carbohydrate, by difference","LCCS","2.08","g"
"45170764","208","Energy","LCCS","8.0","kcal"
"45170764","262","Caffeine","LCCS","0.0","mg"
"45170764","269","Sugars, total","LCCS","0.0","g"
"45170764","291","Fiber, total dietary","LCSL","0.4","g"
"45170764","301","Calcium, Ca","LCCD","0.0","mg"
"45170764","303","Iron, Fe","LCCD","0.15","mg"
"45170764","306","Potassium, K","LCCS","14.0","mg"
"45170764","307","Sodium, Na","LCCS","18.0","mg"
"45170764","318","Vitamin A, IU","LCCD","0.0","IU"
"45170764","401","Vitamin C, total ascorbic acid","LCCD","0.0","mg"
"45170764","601","Cholesterol","LCCD","0.0","mg"
"45170764","605","Fatty acids, total trans","LCCS","0.0","g"
"45170764","606","Fatty acids, total saturated","LCCD","0.0","g"
"45170764","806","Inulin","LCCS","0.0","g"
"45342004","203","Protein","LCCS","11.0","g"
"45342004","204","Total lipid (fat)","LCCS","6.0","g"
"45342004","205","Carbohydrate, by difference","LCCS","76.67","g"
"45342004","208","Energy","LCCS","393.0","kcal"
"45342004","291","Fiber, total dietary","LCCS","1.7","g"
"45342004","301","Calcium, Ca","LCCS","577.0","mg"
"45342004","303","Iron, Fe","LCCS","6.9","mg"
"45342004","307","Sodium, Na","LCCS","80.0","mg"
"45342004","326","Vitamin D3 (cholecalciferol)","LCCS","5.8","mcg"
"45342004","404","Thiamin","LCCS","1.0","mg"
"45342004","405","Riboflavin","LCCS","0.567","mg"
"45342004","406","Niacin","LCCS","6.933","mg"
"45342004","410","Pantothenic acid","LCCS","2.3","mg"
"45342004","415","Vitamin B-6","LCCS","0.567","mg"
"45342004","416","Biotin","LCCS","9.0","mcg"
"45342004","418","Vitamin B-12","LCCS","1.03","mcg"
"45342004","430","Vitamin K (phylloquinone)","LCCS","17.3","mcg"
"45342004","431","Folic acid","LCCS","110.0","mcg"
"45342004","605","Fatty acids, total trans","LCCS","0.0","g"
"45220037","203","Protein","LCCD","0.0","g"
"45220037","204","Total lipid (fat)","LCCD","0.0","g"
"45220037","205","Carbohydrate, by difference","LCCS","2.53","g"
"45220037","208","Energy","LCCS","11.0","kcal"
"45220037","269","Sugars, total","LCCS","2.53","g"
"45220037","294","Ribose","LCCS","0.0","g"
"45220037","301","Calcium, Ca","LCCD","17.0","mg"
"45220037","306","Potassium, K","LCCS","74.0","mg"
"45220037","307","Sodium, Na","LCCS","20.0","mg"
"45220037","401","Vitamin C, total ascorbic acid","LCCD","5.1","mg"
"45220037","404","Thiamin","LCCD","0.0","mg"
"45220037","406","Niacin","LCCD","0.844","mg"
"45220037","415","Vitamin B-6","LCCD","0.084","mg"
"45260550","203","Protein","LCCS","0.0","g"
"45260550","204","Total lipid (fat)","LCCS","92.01","g"
"45260550","205","Carbohydrate, by difference","LCCS","0.0","g"
"45260550","208","Energy","LCCS","828.0","kcal"
"45260550","269","Sugars, total","LCCS","0.0","g"
"45260550","291","Fiber, total dietary","LCCS","0.0","g"
"45260550","307","Sodium, Na","LCCS","0.0","mg"
"45260550","394","Vitamin E","LCCS","195.0","mg_ATE"
"45260550","601","Cholesterol","LCCD","0.0","mg"
"45260550","605","Fatty acids, total trans","LCCS","1.36","g"
"45260550","606","Fatty acids, total saturated","LCCS","91.56","g"
"45260550","618","18:2 undifferentiated","LCCS","6.623","g"
"45260550","645","Fatty acids, total monounsaturated","LCCS","1.82","g"
"45260550","646","Fatty acids, total polyunsaturated","LCCS","3.64","g"
"45297532","203","Protein","LCCS","2.65","g"
"45297532","204","Total lipid (fat)","LCCD","0.0","g"
"45297532","205","Carbohydrate, by difference","LCCS","5.31","g"
"45297532","208","Energy","LCCS","27.0","kcal"
"45297532","269","Sugars, total","LCCS","1.77","g"
"45297532","291","Fiber, total dietary","LCCS","3.5","g"
"45297532","301","Calcium, Ca","LCCD","88.0","mg"
"45297532","303","Iron, Fe","LCCD","1.59","mg"
"45297532","304","Magnesium, Mg","LCCD","35.0","mg"
"45297532","305","Phosphorus, P","LCCD","35.0","mg"
"45297532","306","Potassium, K","LCCS","354.0","mg"
"45297532","307","Sodium, Na","LCCS","27.0","mg"
"45297532","312","Copper, Cu","LCCD","0.142","mg"
"45297532","315","Manganese, Mn","LCCD","0.0","mg"
"45297532","318","Vitamin A, IU","LCCD","10619.0","IU"
"45297532","321","Carotene, beta","LCCS","6300.0","mcg"
"45297532","338","Lutein + zeaxanthin","LCCS","9900.0","mcg"
"45297532","401","Vitamin C, total ascorbic acid","LCCD","69.0","mg"
"45297532","404","Thiamin","LCCD","0.0","mg"
"45297532","405","Riboflavin","LCCD","0.12","mg"
"45297532","406","Niacin","LCCD","0.708","mg"
"45297532","415","Vitamin B-6","LCCD","0.177","mg"
"45297532","417","Folate, total","LCCD","177.0","mcg"
"45297532","430","Vitamin K (phylloquinone)","LCCD","495.6","mcg"
"45297532","601","Cholesterol","LCCD","0.0","mg"
"45297532","605","Fatty acids, total trans","LCCS","0.0","g"
"45297532","606","Fatty acids, total saturated","LCCD","0.0","g"
"45288271","203","Protein","LCCS","28.0","g"
"45288271","204","Total lipid (fat)","LCCS","12.0","g"
"45288271","205","Carbohydrate, by difference","LCCS","50.0","g"
"45288271","208","Energy","LCCS","400.0","kcal"
"45288271","269","Sugars, total","LCCS","32.0","g"
"45288271","291","Fiber, total dietary","LCCS","6.0","g"
"45288271","301","Calcium, Ca","LCCD","400.0","mg"
"45288271","303","Iron, Fe","LCCD","3.6","mg"
"45288271","304","Magnesium, Mg","LCCD","80.0","mg"
"45288271","305","Phosphorus, P","LCCD","400.0","mg"
"45288271","307","Sodium, Na","LCCS","400.0","mg"
"45288271","309","Zinc, Zn","LCCD","7.5","mg"
"45288271","313","Fluoride, F","LCCS","150000.0","mcg"
"45288271","317","Selenium, Se","LCCD","42.0","mcg"
"45288271","318","Vitamin A, IU","LCCD","2500.0","IU"
"45288271","401","Vitamin C, total ascorbic acid","LCCD","60.0","mg"
"45288271","404","Thiamin","LCCD","1.0","mg"
"45288271","405","Riboflavin","LCCD","1.7","mg"
"45288271","406","Niacin","LCCD","18.0","mg"
"45288271","410","Pantothenic acid","LCCD","5.0","mg"
"45288271","415","Vitamin B-6","LCCD","2.0","mg"
"45288271","417","Folate, total","LCCD","160.0","mcg"
"45288271","418","Vitamin B-12","LCCD","4.2","mcg"
"45288271","601","Cholesterol","LCSL","10.0","mg"
"45288271","605","Fatty acids, total trans","LCCS","0.0","g"
"45288271","606","Fatty acids, total saturated","LCCS","8.0","g"
"45109771","203","Protein","LCCS","73.17","g"
"45109771","204","Total lipid (fat)","LCCS","7.32","g"
"45109771","205","Carbohydrate, by difference","LCCS","9.76","g"
"45109771","208","Energy","LCCS","366.0","kcal"
"45109771","269","Sugars, total","LCCS","2.44","g"
"45109771","291","Fiber, total dietary","LCCS","4.9","g"
"45109771","301","Calcium, Ca","LCCD","366.0","mg"
"45109771","303","Iron, Fe","LCCD","8.78","mg"
"45109771","307","Sodium, Na","LCCS","951.0","mg"
"45109771","318","Vitamin A, IU","LCCD","0.0","IU"
"45109771","401","Vitamin C, total ascorbic acid","LCCD","0.0","mg"
"45109771","501","Tryptophan","LCCS","1.032","g"
"45109771","502","Threonine","LCCS","3.49","g"
"45109771","503","Isoleucine","LCCS","4.171","g"
"45109771","504","Leucine","LCCS","7.178","g"
"45109771","505","Lysine","LCCS","5.949","g"
"45109771","506","Methionine","LCCS","1.01","g"
"45109771","507","Cystine","LCCS","0.768","g"
"45109771","508","Phenylalanine","LCCS","4.763","g"
"45109771","509","Tyrosine","LCCS","3.095","g"
"45109771","510","Valine","LCCS","4.478","g"
"45109771","511","Arginine","LCCS","7.573","g"
"45109771","512","Histidine","LCCS","2.217","g"
"45109771","513","Alanine","LCCS","3.666","g"
"45109771","514","Aspartic acid","LCCS","10.032","g"
"45109771","515","Glutamic acid","LCCS","15.498","g"
"45109771","516","Glycine","LCCS","3.754","g"
"45109771","517","Proline","LCCS","4.039","g"
"45109771","518","Serine","LCCS","4.588","g"
"45109771","601","Cholesterol","LCCD","0.0","mg"
"45109771","605","Fatty acids, total trans","LCCS","0.0","g"
"45109771","606","Fatty acids, total saturated","LCCD","0.0","g"
"45261826","203","Protein","LCCS","0.01","g"
"45261826","204","Total lipid (fat)","LCCS","0.0","g"
"45261826","205","Carbohydrate, by difference","LCCS","2.2","g"
"45261826","208","Energy","LCCS","9.0","kcal"
"45261826","211","Glucose (dextrose)","LCCS","2.0","g"
"45293308","203","Protein","LCCS","0.0","g"
"45293308","204","Total lipid (fat)","LCCS","53.33","g"
"45293308","208","Energy","LCCS","533.0","kcal"
"45293308","269","Sugars, total","LCCS","0.0","g"
"45293308","291","Fiber, total dietary","LCCD","0.0","g"
"45293308","305","Phosphorus, P","LCCS","1533.0","mg"
"45293308","306","Potassium, K","LCCS","1200.0","mg"
"45293308","307","Sodium, Na","LCCD","0.0","mg"
"45293308","452","Choline, from phosphotidyl choline","LCCS","21666.7","mg"
"45293308","601","Cholesterol","LCCD","0.0","mg"
"45293308","605","Fatty acids, total trans","LCCS","0.0","g"
"45293308","618","18:2 undifferentiated","LCCS","3.5","g"
"45293308","645","Fatty acids, total monounsaturated","LCCS","13.33","g"
"45293308","646","Fatty acids, total polyunsaturated","LCCS","26.67","g"
"45293308","675","18:2 n-6 c,c","LCCS","29.33","g"
"45375020","203","Protein","LCSA","0.42","g"
"45375020","204","Total lipid (fat)","LCCD","0.0","g"
"45375020","205","Carbohydrate, by difference","LCSA","5.0","g"
"45375020","269","Sugars, total","LCSA","4.58","g"
"45375020","291","Fiber, total dietary","LCCD","0.1","g"
"45375020","301","Calcium, Ca","LCSA","146.0","mg"
"45375020","303","Iron, Fe","LCSA","0.04","mg"
"45375020","304","Magnesium, Mg","LCSA","4.0","mg"
"45375020","306","Potassium, K","LCSA","79.0","mg"
"45375020","307","Sodium, Na","LCSA","4.0","mg"
"45375020","318","Vitamin A, IU","LCCD","521.0","IU"
"45375020","324","Vitamin D","LCCD","25.0","IU"
"45375020","328","Vitamin D (D2 + D3)","LCSA","1.0","mcg"
"45375020","401","Vitamin C, total ascorbic acid","LCSA","37.5","mg"
"45375020","404","Thiamin","LCSA","0.0","mg"
"45375020","415","Vitamin B-6","LCCD","0.017","mg"
"45375020","417","Folate, total","LCSA","6.0","mcg"
"45375020","601","Cholesterol","LCCD","0.0","mg"
"45375020","606","Fatty acids, total saturated","LCCD","0.0","g"
"45302674","203","Protein","LCCS","12.5","g"
"45302674","204","Total lipid (fat)","LCCS","7.5","g"
"45302674","205","Carbohydrate, by difference","LCCS","67.5","g"
"45302674","208","Energy","LCCS","375.0","kcal"
"45302674","269","Sugars, total","LCCS","2.5","g"
"45302674","291","Fiber, total dietary","LCCS","10.0","g"
"45302674","295","Fiber, soluble","LCCS","5.0","g"
"45302674","301","Calcium, Ca","LCCD","0.0","mg"
"45302674","303","Iron, Fe","LCCD","3.6","mg"
"45302674","304","Magnesium, Mg","LCCD","100.0","mg"
"45302674","305","Phosphorus, P","LCCD","375.0","mg"
"45302674","307","Sodium, Na","LCCD","0.0","mg"
"45302674","318","Vitamin A, IU","LCCD","0.0","IU"
"45302674","324","Vitamin D","LCCD","0.0","IU"
"45302674","401","Vitamin C, total ascorbic acid","LCCD","0.0","mg"
"45302674","404","Thiamin","LCCD","0.0","mg"
"45302674","601","Cholesterol","LCCD","0.0","mg"
"45302674","605","Fatty acids, total trans","LCCS","0.0","g"
"45302674","606","Fatty acids, total saturated","LCCS","1.25","g"
"45302674","645","Fatty acids, total monounsaturated","LCCS","2.5","g"
"45302674","646","Fatty acids, total polyunsaturated","LCCS","2.5","g"
"45189910","203","Protein","LCCS","3.33","g"
"45189910","204","Total lipid (fat)","LCCD","0.0","g"
"45189910","205","Carbohydrate, by difference","LCCS","5.0","g"
"45189910","208","Energy","LCCS","35.0","kcal"
"45189910","269","Sugars, total","LCCS","5.0","g"
"45189910","291","Fiber, total dietary","LCCD","0.0","g"
"45189910","301","Calcium, Ca","LCCD","121.0","mg"
"45189910","303","Iron, Fe","LCCD","0.0","mg"
"45189910","307","Sodium, Na","LCCS","43.0","mg"
"45189910","318","Vitamin A, IU","LCCD","208.0","IU"
"45189910","324","Vitamin D","LCCD","48.0","IU"
"45189910","401","Vitamin C, total ascorbic acid","LCCD","0.0","mg"
"45189910","601","Cholesterol","LCCS","2.0","mg"
"45189910","605","Fatty acids, total trans","LCCS","0.0","g"
"45189910","606","Fatty acids, total saturated","LCCD","0.0","g"
"45193512","203","Protein","LCCS","0.0","g"
"45193512","204","Total lipid (fat)","LCCD","0.0","g"
"45193512","205","Carbohydrate, by difference","LCCS","100.0","g"
"45193512","208","Energy","LCCS","375.0","kcal"
"45193512","269","Sugars, total","LCCS","100.0","g"
"45193512","307","Sodium, Na","LCCD","0.0","mg"
"45365651","203","Protein","LCCS","12.0","g"
"45365651","204","Total lipid (fat)","LCCS","10.0","g"
"45365651","205","Carbohydrate, by difference","LCCD","0.0","g"
"45365651","208","Energy","LCCS","140.0","kcal"
"45365651","269","Sugars, total","LCCS","0.0","g"
"45365651","291","Fiber, total dietary","LCCD","0.0","g"
"45365651","301","Calcium, Ca","LCCS","56.0","mg"
"45365651","303","Iron, Fe","LCCS","2.0","mg"
"45365651","306","Potassium, K","LCCS","138.0","mg"
"45365651","307","Sodium, Na","LCCS","140.0","mg"
"45365651","601","Cholesterol","LCCS","370.0","mg"
"45365651","605","Fatty acids, total trans","LCCS","0.0","g"
"45365651","606","Fatty acids, total saturated","LCCS","3.0","g"
"45326055","203","Protein","LCCS","0.0","g"
"45326055","204","Total lipid (fat)","LCCD","0.0","g"
"45326055","205","Carbohydrate, by difference","LCCD","0.0","g"
"45326055","208","Energy","LCCS","0.0","kcal"
"45326055","269","Sugars, total","LCCS","0.0","g"
"45326055","291","Fiber, total dietary","LCCD","0.0","g"
"45326055","301","Calcium, Ca","LCCD","0.0","mg"
"45326055","303","Iron, Fe","LCCD","0.0","mg"
"45326055","306","Potassium, K","LCCD","0.0","mg"
"45326055","307","Sodium, Na","LCCD","0.0","mg"
"45326055","324","Vitamin D","LCCD","0.0","IU"
"45326055","601","Cholesterol","LCCD","0.0","mg"
"45326055","605","Fatty acids, total trans","LCCS","0.0","g"
"45326055","606","Fatty acids, total saturated","LCCD","0.0","g"
"45326055","645","Fatty acids, total monounsaturated","LCCS","0.0","g"
"45326055","646","Fatty acids, total polyunsaturated","LCCS","0.0","g"
"45088481","203","Protein","LCCS","0.0","g"
"45088481","204","Total lipid (fat)","LCCD","0.0","g"
"45088481","205","Carbohydrate, by difference","LCCD","0.0","g"
"45088481","208","Energy","LCCS","0.0","kcal"
"45088481","307","Sodium, Na","LCCS","39333.0","mg"
"45088481","314","Iodine, I","LCCD","4500.0","mcg"
"45208890","291","Fiber, total dietary","LCCS","3.8","g"
"45208890","301","Calcium, Ca","LCCD","192.0","mg"
"45208890","303","Iron, Fe","LCCD","2.77","mg"
"45208890","307","Sodium, Na","LCCS","462.0","mg"
"45208890","318","Vitamin A, IU","LCCD","962.0","IU"
"45208890","324","Vitamin D","LCCD","77.0","IU"
"45208890","401","Vitamin C, total ascorbic acid","LCCD","0.0","mg"
"45208890","404","Thiamin","LCCD","0.0","mg"
"45208890","405","Riboflavin","LCCD","0.196","mg"
"45208890","406","Niacin","LCCD","3.077","mg"
"45208890","601","Cholesterol","LCCD","0.0","mg"
"45208890","605","Fatty acids, total trans","LCCS","0.0","g"
"45208890","606","Fatty acids, total saturated","LCCD","0.0","g"
"45208890","645","Fatty acids, total monounsaturated","LCCS","0.0","g"
"45208890","646","Fatty acids, total polyunsaturated","LCCS","0.96","g"
"45102018","203","Protein","LCCS","17.86","g"
"45102018","204","Total lipid (fat)","LCCS","28.57","g"
"45102018","205","Carbohydrate, by difference","LCSL","3.57","g"
"45102018","208","Energy","LCCS","321.0","kcal"
"45102018","269","Sugars, total","LCCS","0.0","g"
"45102018","291","Fiber, total dietary","LCCD","0.0","g"
"45102018","301","Calcium, Ca","LCCD","536.0","mg"
"45102018","303","Iron, Fe","LCCD","0.0","mg"
"45102018","307","Sodium, Na","LCCS","304.0","mg"
"45102018","318","Vitamin A, IU","LCCD","714.0","IU"
"45102018","401","Vitamin C, total ascorbic acid","LCCD","0.0","mg"
"45102018","601","Cholesterol","LCCS","71.0","mg"
"45102018","605","Fatty acids, total trans","LCCS","0.0","g"
"45102018","606","Fatty acids, total saturated","LCCS","12.5","g"
